"file","git_status","classification","referenced_by_site","contains_possible_secret","recommended_git_action","reason","manual_review_required"
"images/products/SJ10-06-1.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/SJ10-06-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/SJ10-06-2.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/SJ10-06-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/products/SJ10-06-3.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/report-fracture-closeup.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/report-fracture-installation.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-1.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-1.webp","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-1-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-2.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-2-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-3.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-3.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-3-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-installation-diagram-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-installation-diagram-2.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joints-118-types5.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joints-118-types5.webp","untracked","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-structure-diagram.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-structure-diagram.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Rotary-joint-structure-diagram-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/She-Bei-Zhao-Pian-2.png","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/She-Bei-Zhao-Pian-2.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/She-Bei-Zhao-Pian-2-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/SJ10-06_20241224_.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/SJ10-0620241224.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Tai-Yuan.jpg","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Working-principle-of-rotary-joint.png","tracked-clean","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Working-principle-of-rotary-joint.png.backup","tracked-clean","D - temporary or generated","not-found-by-static-text-scan","no","retain-existing-tracked; do not add to baseline commit","Backup, extraction, cache, or generated working artifact","yes"
"images/Working-principle-of-rotary-joint.webp","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"images/Working-principle-of-rotary-joint-thumbnail.webp","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"index.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"index.html.backup","ignored-or-untracked","D - temporary or generated","not-found-by-static-text-scan","no","exclude-from-commit","Backup, extraction, cache, or generated working artifact","yes"
"installation.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"js/analytics.js","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"js/search.js","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"llms.txt","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"PHPMailer/Exception.php","untracked","B - runtime third-party dependency","yes","no","commit-with-site-baseline","Directly required by send_inquiry.php; no Composer manifest; core runtime files only","no"
"PHPMailer/PHPMailer.php","untracked","B - runtime third-party dependency","yes","no","commit-with-site-baseline","Directly required by send_inquiry.php; no Composer manifest; core runtime files only","no"
"PHPMailer/SMTP.php","untracked","B - runtime third-party dependency","yes","no","commit-with-site-baseline","Directly required by send_inquiry.php; no Composer manifest; core runtime files only","no"
"privacy.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"product-comparison.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"products.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"products-p2.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"robots.txt","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"search.html","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"search-index.json","untracked","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"send_inquiry.php","untracked","E - security-sensitive runtime/config candidate","yes","no","commit-after-secret-review","May reference runtime configuration; scanned with no embedded secret found","yes"
"sitemap.xml","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"terms.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"thank-you.html","modified","A - formal website source","yes","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
"videos/factory-tour.mp4","tracked-clean","A - formal website source","not-found-by-static-text-scan","no","commit-with-site-baseline","Website page, asset, configuration, search data, download, or runtime source","no"
