page,exact_claim,claim_type,risk_level,why_evidence_is_needed,suggested_evidence,action,manual_verification
BP-2P-30-0001.html,"Bearing life is rated at ≥8,000 hours under rated load.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,BP-2P-30-0001 is designed for dual-air-line applications on medium rotary equipment where a 30mm through-bore and ball-bearing support are required.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Below are the machine types where this model performs best — and the conditions where you should consider upgrading to a higher-capacity joint.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Continuous speed above 150 RPM — the PTFE seal generates excess heat above 150 RPM with fluid media; derate or use BP-2P-0001 for 500 RPM air duty,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Pressures above 1.0 MPa — use BP-2P-95-0001 (10 MPa rated) for high-pressure hydraulic clamping or injection molding,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"4+ independent passage applications — use BP-4P-30-0001 (4-in-4-out, same 30mm bore) or BP-8P-0001 for 8 passages",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,High-temperature applications above 80°C — the standard FKM O-ring softens above 80°C; specify PTFE-coated spring-energized seal for 120°C or 150°C duty,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Proper installation extends seal life from 6 months to 12+ months and protects the deep groove ball bearing from premature failure.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Check flatness with a feeler gauge: the mating flange must be flat within 0.05 mm to prevent seal distortion.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,The anti-rotation arm should have 2–3 mm of clearance to allow for axial float during thermal expansion.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"A rigid anti-rotation bracket that clamps the body tightly will transfer vibration to the bearing, reducing bearing life from 8,000 hours to 4,000 hours.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Run at low pressure (0.2 MPa) and low speed (30–50 RPM) for 5 minutes without load.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"If dry, gradually increase to operating pressure and speed over 10 minutes.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Air duty, 8-hour shift: Inspect every 6 months, replace seal every 10–12 months, check bearing noise annually",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Water or coolant duty: Inspect every 4 months for corrosion and seal wear, replace seal every 8–10 months",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"High-cycle indexing tables (1,000+ cycles/day): Replace seal every 6–8 months, inspect bearing every 6 months",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Full dimensions, tolerances, thread specs, flange bolt pattern, 30mm bore geometry, shaft finish requirements, and seal groove details.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Includes AL6061 body variant, flange mount geometry, 30mm bore, deep groove bearing housing, and M5 connection details.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"AL6061 aluminum material traceability, hardness test report, bearing specification sheet, and RoHS compliance certificate.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Dual air lines, 30mm bore, medium table (400–800 mm dia), radial loads ≤5 N·m ✅ Perfect — ball bearing, 1.23 kg — —",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Dual air lines, smaller bore (16 mm), lower cost ✅ Good — but BP-2P-16-0001 is cheaper and lighter BP-2P-16-0001 0.45 kg vs 1.23 kg, lower inertia for small tables",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"4+ independent air functions, same 30mm bore ❌ Too few passages BP-4P-30-0001 4 passages with independent seals, same Ø76 mm envelope",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Pressure >1.0 MPa (e.g., 2–10 MPa hydraulic) ❌ Over pressure rating BP-2P-95-0001 10 MPa rated, AL6061 + 45# steel composite body",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Speed >150 RPM continuous with fluid media ❌ Over speed rating BP-2P-0001 500 RPM rated for high-speed rotary tables,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,A machine builder mounts a 3 kg pneumatic grinder on a 200 mm arm attached to the rotating flange.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Within 4 months, the bearing develops play, the seal wobbles, and both passages leak.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,A builder connects the stationary side with rigid steel tubing and mounts the joint on a hand-machined flange with 0.15 mm warp.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"The rigid pipe prevents the joint from self-aligning, and the warped flange creates a 0.15 mm gap at one edge.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"After 2 weeks, air leaks at 0.3 MPa from the high side of the flange.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Rule: Always use flexible hose (minimum 8 mm bend radius) and ensure the mating flange is flat within 0.05 mm.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Within 6 weeks, the seal leaks and the bearing growls.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Rule: Run at 0.2 MPa and 30–50 RPM for 5 minutes without load before full operation.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"This beds the seal and distributes bearing grease, extending life from 6 months to 12+ months.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Other rotary joints commonly purchased with BP-2P-30-0001 — or the models you upgrade to when your application outgrows a 30mm bore or 150 RPM.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"16mm bore, flange mount, 200 RPM.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Lighter and lower cost when 30mm bore is not needed.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"4 passages, same 30mm bore and Ø76 mm envelope.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,All versions are ISO9001 certified.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"The export version includes English-language documentation, CE marking, and RoHS compliance certificate.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"For continuous water duty, derate pressure to 0.7 MPa and speed to 100 RPM to reduce seal wear.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,The Ø76 mm outer diameter requires approximately 90 mm clearance for hose routing.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Custom flange patterns are available as special orders with 5–7 day additional lead time.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"The file includes the AL6061 body variant, flange mount geometry, 30mm bore, deep groove bearing housing, M5 connection details, and anti-rotation bracket mounting hole pattern.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"We do not post 3D files publicly to protect our designs, but every qualified inquiry receives the file within 24 hours.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Upgrade when your application exceeds the 30mm bore, 150 RPM, 1 MPa, or 5 N·m radial load limits.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Common triggers: (1) You need to route cables or pipes larger than 30 mm — contact Begapunk for custom bore sizes up to 50 mm.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,(2) Your table speed exceeds 150 RPM continuous — BP-2P-0001 handles 500 RPM.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,(3) Your pressure requirement exceeds 1.0 MPa — BP-2P-95-0001 handles 10 MPa.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,(5) You need 4+ independent air functions — BP-4P-30-0001 provides 4 passages with the same 30mm bore.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,Typical custom lead time: 10–14 days.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-30-0001.html,"Technical Note: All pressure ratings, speed ratings, and material specifications referenced on this page are based on Begapunk BP-series standard pneumatic rotary joints tested under controlled laboratory conditions.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Max 100 RPM, 4.26 kg.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Ships in 7 days.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"6-M5 flange pattern distributes load on heavy rotary tables: The six-bolt pattern spreads clamping force across the 4.26 kg body, preventing flange warp under the vibration of large welding positioners and stamping rotary tables",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,4.26 kg mass provides stability for large equipment: The substantial body mass dampens vibration on heavy-duty indexing tables (>800 mm diameter) where lightweight joints oscillate and loosen,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,100 RPM rating matches slow-speed heavy industry: Steel mill and foundry rotary tables typically index at 5–30 RPM; the 100 RPM rating provides 3× margin without seal overheating,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Same 1 MPa rating as standard series with environmental protection: You do not sacrifice pressure or media compatibility for dust protection — air, water, coolant, and light oil all pass through the protected seal",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,The 6-M5 flange pattern and 4.26 kg mass provide stability on large rotary equipment subject to vibration and shock.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Max Pressure 1 MPa (10 bar / 145 psi) — derate to 0.7 MPa for continuous water duty,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Max Speed 100 RPM — derate to 60 RPM for continuous water or coolant in dusty environments,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Operating Temperature -20°C to +80°C,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"4.26 kg (4,260 g)",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Certifications ISO 9001:2015, CE, RoHS",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,AL6061 aluminum body: 6061-T6 aluminum alloy with yield strength 276 MPa and hardness 95 HB.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"At 4.26 kg, the mass dampens vibration on heavy rotary tables and resists the loosening forces from stamping press vibration.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"When to choose dust-proof over standard: If your environment generates >50 mg/m³ of airborne particulate (steel mill rolling line, foundry sand casting, stone cutting, or ceramic grinding), the dust-proof structure pays for itself in 3–6 months by eliminating seal replacements.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Below are the machine types where this model performs best — and the conditions where you should consider upgrading to a higher-pressure or stainless-steel joint.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Continuous speed above 100 RPM — the dust seal adds friction; above 100 RPM the seal temperature rises and dust particles bake onto the seal face,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Pressures above 1.0 MPa — use BP-2P-95-0001 (10 MPa rated) or BP-2P-130-0001 (5 MPa rated) for high-pressure hydraulic clamping,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Proper installation extends seal life from 2–3 months to 8+ months in dusty environments.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,BP-2P-50-0001 uses a six-bolt pattern to distribute the 4.26 kg mass across large rotary tables.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Check mating flange flatness with a feeler gauge: must be within 0.05 mm to prevent dust ingress at the gasket edge.,technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Leave 5–10 mm clearance between the bracket and the shroud for particle shedding.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Run at low pressure (0.2 MPa) and low speed (10–20 RPM) for 10 minutes without load.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"If dry, gradually increase to operating pressure and speed over 15 minutes.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Air duty in dusty environments, 8-hour shift: Inspect dust seal and shroud every 1 month, blow out labyrinth with compressed air (0.3 MPa max), replace PTFE seal every 6–8 months",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Water or coolant duty in dusty environments: Inspect every 2 weeks for sludge buildup in labyrinth, replace seal every 4–6 months",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Heavy-duty foundry/steel mill (24-hour operation): Inspect dust seal weekly, replace seal every 3–4 months",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"AL6061 aluminum material traceability, anodizing thickness report, hardness test, and RoHS compliance certificate.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Dual air lines, dusty environment, slow speed (<100 RPM), heavy table ✅ Perfect — IP65, 4.26 kg, 6-M5 — —",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Dual air lines, clean environment, speed >100 RPM ✅ Good — but BP-2P-0001 is cheaper and faster BP-2P-0001 500 RPM rated, no dust seal friction penalty, lower cost",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Pressure >1.0 MPa in dusty environment ❌ Over pressure rating BP-2P-130-0001 5 MPa rated, heavy-duty, can be fitted with dust seal option",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,A maintenance team runs the joint for 8 months without inspecting the labyrinth.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"When the shroud is finally removed, the dust has worn a groove 0.3 mm deep into the aluminum body.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Rule: Blow out the labyrinth with compressed air (0.3 MPa max) every month in heavy dust.,technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,Inspect the shroud for dents every 3 months.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"The AL6061 flange warps by 0.08 mm, misaligning the labyrinth dust seal.",technical_parameter,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Within 3 weeks, the PTFE seal is scored by metal chips and both passages leak.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"High-pressure water (5–10 MPa from the wash wand) forces past the labyrinth and shroud, contaminating the PTFE seal with water and foundry sand.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,The seal fails within 2 days.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Dual passage, flange mount, 1.0 MPa, 500 RPM.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"2-in-2-out, flange, 5 MPa.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"2-in-4-out, flange, 10 MPa.",technical_parameter,medium,工程参数需要型号、测试条件和最大/连续值定义,规格书、图纸、试验条件和批准人,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,All versions are ISO9001 certified.,certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"The export version includes English-language documentation, CE marking, and RoHS compliance certificate.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,The 6-M5 flange pattern and 4.26 kg mass are standard across all versions.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"For continuous water duty in dusty environments, derate pressure to 0.7 MPa and speed to 60 RPM to reduce seal wear and prevent sludge buildup in the labyrinth.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,The six-bolt pattern is designed for heavy tables where four bolts would create uneven clamping on the 4.26 kg body.,business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"Custom flange patterns (e.g., 8-M5 or 4-M6) are available as special orders with 5–7 day additional lead time.",business_metric,medium,带数字的商业或技术陈述需要可追溯依据,内部记录、规格书或带日期的统计说明,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
BP-2P-50-0001.html,"We do not post 3D files publicly to protect our designs, but every qualified inquiry receives the file within 24 hours.",certification,high,企业规模、认证或绝对性能陈述会直接影响采购信任,证书、出货记录、客户/国家统计口径、测试报告,保留前先建立证据索引；无法证明时弱化并说明口径,需要人工验证
